position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0.07355419392477477,0.28917825602658054,0.3317697208434043,0.7526285026851609,-0.6565611492020484,-0.035157367509214874,-0.03523852741248036
0.0004390835544891658,0.3079178381438621,0.3498276109484819,-0.8036665223640295,0.5886748452942296,0.08703899922012308,0.002501991982618244
-0.06298952535524614,0.3116042504573777,0.355960839473323,-0.82756539278547,0.5488442815720901,0.1098876110554318,-0.0427806987551267
-0.1189280352088207,0.3056250470630698,0.3560461580229225,-0.8448145973776149,0.5155151001575164,0.11395837129550332,-0.08686752660781916
-0.16115721698795654,0.29986947273274156,0.3458919360810888,-0.8585056064624144,0.48460066123458745,0.10663830934855108,-0.12945498747783005
-0.1809131911187239,0.29669399899826054,0.33195738928962404,-0.8634556877048185,0.46859491613281096,0.09973372821918856,-0.15784886252420116
-0.19479681103780722,0.29858578957421666,0.313476021557194,-0.8658943691401998,0.45962711445819143,0.09856249784864066,-0.1710417819246771
-0.2104484926448698,0.30457316336214646,0.2876513528326748,-0.8688750747723105,0.45184375365069435,0.10422397307204238,-0.1732936529805441
-0.22286542408649163,0.30759410047400454,0.2705167748532177,-0.8739170586612092,0.44443520030580375,0.10159185909492839,-0.16859840294533332
-0.23691587884608714,0.31329812340572866,0.2598335912379112,-0.8798332712571415,0.4418946915068929,0.09889778156835262,-0.14436663467658878
-0.2469070406318467,0.31708894454058556,0.2538783158921441,-0.88147972653812,0.4422572023709594,0.10004126643351048,-0.13188557033911
-0.25822522143414794,0.3241120512854777,0.24579280257123287,-0.8815738060800883,0.44215129679115445,0.10725196424407112,-0.12580489396345476
-0.2688801362513905,0.3339211214265943,0.23747719536145206,-0.8819735276772867,0.44299564334310554,0.11431068043786903,-0.11318403064629635
-0.2803412694894175,0.34163795351148574,0.23056499795215663,-0.8827895624897475,0.4427140992530134,0.11769518285169213,-0.10408966622705361
-0.29408138303287745,0.34253789062828977,0.2282695717476267,-0.879915399951773,0.4483739328146458,0.12018107410352813,-0.10132233084252222
-0.3018187428925232,0.33988738954632886,0.22778454611405738,-0.8772425314341779,0.4537237620425584,0.11887675214752608,-0.10221842593074106
-0.3078068228039474,0.3335538677225418,0.22658215608012566,-0.8748472630894063,0.4603953315566697,0.10817688051143934,-0.10476720607429085
-0.3094731693744272,0.3290763195924747,0.22253594912632846,-0.8733145529614045,0.4655808595267951,0.09579050494003921,-0.10667864824530263
-0.30843114177998554,0.3271579614253578,0.21803371293022486,-0.8717543194224874,0.47004619911034373,0.08662731594352513,-0.1076879074110719
-0.30672935532184165,0.32700353812397176,0.2147079714126223,-0.8703355273459901,0.47342810919905887,0.08190490621465787,-0.10804388736781687
-0.30418671764326743,0.3281282242187016,0.21113130788987888,-0.8699548166776894,0.4743122097939015,0.08117068725661825,-0.10778619628692039
-0.3030588488286901,0.3293258887947771,0.20693239372405745,-0.8701117715690662,0.4740859304026549,0.08116028936704503,-0.1075222907170774
-0.30541347045186507,0.33084044332624885,0.20257157429025846,-0.869600303866056,0.47461119250423806,0.08366581922582354,-0.10742233547563577
-0.3089836829135517,0.33286477096534695,0.19845145353092578,-0.8690578604868523,0.47539408894960766,0.08479559127203498,-0.10746442675887627
-0.31133023561176393,0.3341856496229389,0.19735434986563818,-0.868430668962813,0.4762567953546697,0.08643760186897341,-0.10740660625139381
-0.31238202545756766,0.3344584382418014,0.197430245991226,-0.8681156877799249,0.4766347986089024,0.08741593916524285,-0.1074843010178579
-0.3116498825472944,0.33446500560614684,0.19604036449703358,-0.8677023790974256,0.47773012025194966,0.08535152742054031,-0.10761798306838044
-0.309951588723835,0.3338848167173021,0.1926375417091848,-0.8643945341350625,0.4844941346864402,0.07943051986673491,-0.10852794720976985
-0.30916773420751686,0.3327407107324838,0.18978227220720698,-0.8622961803848856,0.4887402136162682,0.07531013741910614,-0.10911775332124722
-0.308641222518811,0.3314028429395537,0.18671950696619705,-0.8618219561116687,0.4897800960681618,0.07339801858555448,-0.10950390096719756
-0.3067812578531404,0.3305386152890663,0.18317983500860047,-0.8616044469190048,0.49066547584753434,0.06969121684295343,-0.10967361649757332
-0.30490555753095044,0.33019485154616546,0.18045286903200305,-0.8613025167488131,0.49152985720391135,0.06720420580580003,-0.10972679181163734
-0.30404010871465637,0.33000862993516156,0.17900182914913468,-0.8611087096068062,0.49190988415590137,0.06683539449429157,-0.10977015146122784
-0.3034829848552434,0.33014012467313636,0.17854759750315397,-0.8610802934618229,0.49195728583846954,0.06696306485963886,-0.10970280336778684
