position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0.05977013773408965,0.33154936484949504,0.30866036873011904,0.7595918751077005,-0.6492340041621834,-0.005268110023404386,-0.03856991219444272
0.06770459357753685,0.32789988672318704,0.3506742046317968,0.7773954119100525,-0.601312345502733,0.029634925150412213,-0.18221308377427495
0.08394644387877878,0.32174507299058086,0.3894102870156725,0.7646828621217536,-0.5653680803676489,0.07158368702812869,-0.3008235858940288
0.11851465158203155,0.3140107770852329,0.41785473389732664,0.7351471107469014,-0.5441672208970033,0.1377158240478046,-0.3800988201356972
0.14091705677667693,0.317045289188292,0.42148677587737393,0.7125466705281863,-0.5391576685607626,0.18300524061487866,-0.4099943080809903
0.1430145525787442,0.33256498048192334,0.3987147427475435,0.7104893363887118,-0.5385361813576769,0.19281179682266478,-0.4098869298387485
0.1377198980889145,0.3547002665430232,0.35606008767026254,0.7186887836568645,-0.5413253136794963,0.17807852295674895,-0.3984236146078127
0.13172430595922693,0.36865149902167477,0.3277731344332302,0.7275202853736659,-0.5451926143915878,0.15209736157662662,-0.3877442974230755
0.11948565638103135,0.38337742380827994,0.29131760175133625,0.7448493903193645,-0.55804389123227,0.11832480272160394,-0.34610062447229234
0.07661622472109081,0.3923904394581593,0.2518263047991832,0.7750610832179469,-0.5706123394966865,0.05175559942730901,-0.2664643188553779
-0.0011293256054637295,0.38565250436972215,0.22451594708680953,0.7864795481329012,-0.5962279963343694,-0.02192948708288839,-0.1596283005987725
-0.06609725796188645,0.3666838551565366,0.21297762235714138,0.7966843028965199,-0.6003354576713531,-0.04111324027978403,-0.056578805700629245
-0.14066721492523082,0.34427452466691866,0.22492380553932542,-0.7996924389651079,0.5971599197898677,0.06207112079577395,-0.006261726738919851
-0.1904608956082103,0.32623507834840737,0.24391294417006001,-0.7916335467481781,0.600155268597974,0.09017986145899642,-0.0706935203836214
-0.22053477078145917,0.3145106211268453,0.2593182352910067,-0.783733105455563,0.6003109854075948,0.10662054345655649,-0.11841114780699907
-0.24954021157490644,0.31248669112334415,0.2691652774235283,-0.784870296601382,0.5896971972989593,0.11907637913330621,-0.1485148105177107
-0.270469463319551,0.31184813808506484,0.2703862639510135,-0.7848693302608973,0.5824730989232443,0.12117439127705956,-0.1732685497867311
-0.2849848926037753,0.31465108714077034,0.26328780885799,-0.7841938208152461,0.5798700070169467,0.11779360279076935,-0.18685687972060966
-0.2954581833088602,0.3193904595258101,0.25048573170907285,-0.7833326044648878,0.5803990244648214,0.11460557896403978,-0.19076835285984
-0.29962468169256906,0.32249765367117167,0.23780872792351557,-0.7825946248703339,0.5828586899848094,0.10630404867566828,-0.19110429055469655
-0.300953691075715,0.3237609323232541,0.23048135704007724,-0.7822489327192523,0.5846012686161608,0.0996055598764513,-0.19080538890100732
-0.30123049174354477,0.32412461885685634,0.22678322814127927,-0.7818759783659703,0.5859220903260484,0.09552398599867985,-0.19036918506190717
-0.3006354277119257,0.3247491264692709,0.2201177891355218,-0.7800651177009484,0.5900636372522883,0.08571976365336015,-0.1896719226928902
-0.3003008875134782,0.32480140664999857,0.2157750960559811,-0.7793937758122544,0.5923299305418737,0.07833248295770924,-0.18855932149606608
-0.30075176861335184,0.32484072487637183,0.21153629989692274,-0.7793082180083541,0.5936244483975661,0.07198078094979768,-0.18736990895868672
-0.30113897825502856,0.32610647386317726,0.20573559277542483,-0.7805998126982762,0.5952678522712439,0.06604587749347833,-0.17876816980075877
-0.3006325524440505,0.32752070444150094,0.20008985336062002,-0.7829248963328778,0.5967231227410466,0.057851027342549745,-0.1661426499239062
-0.2987162331020127,0.328581985341435,0.19621869041684298,-0.7874300108958915,0.5952815967342808,0.04869522105281358,-0.15238954680882538
-0.29736664287397657,0.32915270981333056,0.19441052148689497,-0.7906992634334313,0.5932469934789046,0.044014054591649775,-0.1446217222013102
-0.2967239331540562,0.3291225438771745,0.19333514093533208,-0.7918053073034531,0.5925204221732372,0.04173849962057327,-0.14220338351514877
-0.29735374626755995,0.3288822387936802,0.19069772580361413,-0.7924712006346711,0.5920106746568633,0.0389665423978783,-0.1414014350369978
-0.2982786470601084,0.3290289038633136,0.18921463549804524,-0.7927879075199761,0.591619274276751,0.03862291729043277,-0.14135854503469023
-0.29941530210026374,0.3291384524337505,0.18773108378250278,-0.7953135538817463,0.5882145337264388,0.038335155624042126,-0.14145822410964687
-0.3003520854041414,0.3293307198371433,0.18561653105402554,-0.796953826724767,0.5859657318652154,0.0368698146238946,-0.14194849741371732
-0.3015668770791371,0.33025161457726004,0.18279350211731024,-0.797190279610201,0.5855785070378572,0.03549768296296623,-0.14256712347026243
-0.30261572187569974,0.3311678137956956,0.18179150439266284,-0.7971353732398193,0.5855265059662202,0.03595138662685191,-0.14297344278015658
-0.303431964905618,0.3317386729046736,0.18126781612433357,-0.7971322963495588,0.585491956477995,0.0360945579515144,-0.14309596046825987
-0.304482917711314,0.33207561732044166,0.1812010267764403,-0.7975910807598864,0.5848190676222854,0.03679823377985612,-0.14311190037296123
-0.30526030556442046,0.33267951253484535,0.18143144289676233,-0.7975240031573841,0.5848352316910524,0.037677858822265424,-0.14319076476946063
-0.30548293689144407,0.33309288772214546,0.18157790113591235,-0.7973296604208422,0.5850744409374609,0.03810294269892834,-0.14318336821217728
-0.30570444315700906,0.33324395178067284,0.18199872432525288,-0.7972592257225916,0.585159310757345,0.038267637980124065,-0.1431848313112272
-0.30590356610404845,0.3334124744156058,0.1820058360237044,-0.7972553645351037,0.585176438435341,0.03822926699635169,-0.14314657790199026
