shoulder_pan_angle,shoulder_lift_angle,elbow_angle,wrist1_angle,wrist2_angle,wrist3_angle,end_eff_x,end_eff_y,end_eff_z,end_eff_roll,end_eff_pitch,end_eff_yaw,end_eff_w,end_eff_xq,end_eff_yq,end_eff_zq
-1.4722809166440098,-1.7356340281867833,-1.4048920361022699,-1.6568912149483075,1.3807071242304234,1.7986061869154555,-9.23993008369279,233.18546765908195,1079.2273207061507,-1.570237838684077,0.054530544017852726,-0.0015742767120938768,0.707056272484986,-0.7066311612220568,0.01983867494274375,0.01871514109273046
-1.5212520145655246,-1.7536148363749058,-1.3124306595271433,-1.7051482990485285,1.5000329130980905,1.7173776379775878,-10.245181091237832,233.22005361655275,1079.2225832460942,-1.5702181062900569,0.0520266637541885,-0.0003466411828856643,0.7070750567224242,-0.7066599559551134,0.018519924485670945,0.018264260388606124
-1.5256933598095068,-1.7567820350730663,-1.3039291113800924,-1.7083078071362712,1.5110125188783354,1.710246826663442,-10.364308862380929,233.22399988155448,1079.2215969308418,-1.570217803685335,0.05175363398129745,-0.00023262951250414704,0.707076615039621,-0.7066634182842805,0.0183831177527796,0.018208094479519158
-1.5250881602608715,-1.7570895540013183,-1.3042765497272846,-1.7074586154458569,1.5099892160990884,1.917638312102795,-10.368408134812807,233.22398085224273,1079.221483974826,-1.5702184563112405,0.055359188410768166,-0.00023786756517053383,0.7070424421904713,-0.7066293275327686,0.01965962545343218,0.019480183237132073
-1.528518470912088,-1.7587544148166492,-1.316534740561953,-1.6991032992881243,1.5097930049338204,2.19441426041872,-10.29006356499878,233.22289223019746,1079.2216811738274,-1.5702173377782846,0.06022888829113297,-0.0002983073559076669,0.7069939229381124,-0.7065783502813957,0.02140246098386279,0.021179294276104797
-1.5306202081075186,-1.7337396118951136,-1.3413419047100241,-1.696663156756799,1.5136643632415085,2.8710675110893016,-9.67948082875674,233.20700532038134,1079.2302995486518,-1.5701934671067932,0.07286535375955701,-0.00025888795883043434,0.7068538441391188,-0.7064211729152982,0.025855298816583334,0.02565683156256662
-1.5266588822577818,-1.6804881837411614,-1.3948972463702252,-1.6951072965501486,1.511485484302011,3.172496040454356,-8.383149143724907,233.17145661653024,1079.2467940200984,-1.570145411294642,0.07996262969426807,-0.00022081081220621732,0.7067747265853022,-0.7063085867603697,0.028350705089811773,0.02817629588415296
-1.337825276180326,-1.6345575850516845,-1.4398555012739886,-1.698662732974793,1.5070450823419217,3.218034641210408,-8.017073751343508,233.11626980053956,1079.2592051002734,-1.5701037087957557,0.08240526998716655,0.0030013967566702377,0.706706790251555,-0.706304871491569,0.02807658629452011,0.030176918690767645
-0.9486095228477825,-1.5940098613533051,-1.519973081170285,-1.6842857687542432,1.5079465781377048,3.226316703574494,-8.290565846473744,233.0347005169508,1079.2694908890926,-1.5700542048578483,0.08440424491224054,0.009814448834824937,0.7065844372277554,-0.7063529401700448,0.0263777164938609,0.033289233293047275
-0.7490657138140459,-1.5886697158228362,-1.5863568775606796,-1.5651297839021046,1.509455209895536,3.2272189472694826,-8.656767976462135,232.99852224678637,1079.2711057085855,-1.5700753884065763,0.08359241558116419,0.013321699991976759,0.7065314566976326,-0.706415729845326,0.024851683136008926,0.03424195042815469
-0.7332835088404202,-1.7873443999106449,-1.6674956598734147,-1.2044145767136138,1.5096115527983658,3.2223868457814344,-11.831060209060013,233.0359277830816,1079.2241728948757,-1.5702962604183055,0.07516392727328366,0.013582313937251546,0.7065874523044414,-0.7065949647456613,0.021776789971367515,0.03136079496025611
-0.7310480472664131,-1.9364322107754026,-1.6857303629660025,-1.0343553316928706,1.5097495906743366,3.2209013690283568,-14.364962108978904,233.06767596983514,1079.1801067640686,-1.57043509878688,0.06988791530503766,0.013613667279650384,0.7066182329976048,-0.7066992786089669,0.019898656294588705,0.02951009804419924
-0.7407476156196303,-2.112513606417687,-1.7336931572877674,-0.7457005481387201,1.5122924347806395,3.184458600943563,-17.237336868198707,233.10763555357806,1079.1173710776836,-1.5706270115766405,0.061980321994576426,0.013475944057505284,0.7066634305655877,-0.7068390204478442,0.0171494641378158,0.026670038496271312
-0.7421225794367201,-2.2187495551929013,-1.7359578120724812,-0.6320044354063235,1.5139319878260025,3.1780661789133426,-19.112377853752545,233.13233413082048,1079.073969140991,-1.5707274062780499,0.058071062235130665,0.013474525852095381,0.7066787503122858,-0.7069066452989284,0.0157668215492351,0.025289247270639824
-0.7436753858935222,-2.2593008729186606,-1.7398843816332923,-0.6150090842532966,1.515482099663076,3.1731729761911702,-19.75326795280141,233.14118175332374,1079.057766146251,-1.570752130477577,0.05705013802011213,0.013473051586918807,0.706682847371428,-0.706923325455385,0.015406158519711294,0.02492820566700129
