shoulder_pan_angle,shoulder_lift_angle,elbow_angle,wrist1_angle,wrist2_angle,wrist3_angle,end_eff_x,end_eff_y,end_eff_z,end_eff_roll,end_eff_pitch,end_eff_yaw,end_eff_w,end_eff_xq,end_eff_yq,end_eff_zq
-1.557980581254093,-1.613012032494327,-1.5680336174720588,-1.6571687295703759,1.4332573900647154,1.7070011947876684,-5.620541569244019,233.10782796129635,1079.262095399639,-1.5700914364016154,0.05792200735563943,-0.0021459225318407214,0.7070808854548585,-0.7065387228200014,0.02124097555867974,0.019709782788500625
-1.655983585286383,-1.5764091900684314,-1.563320751663293,-1.726492100920668,1.502650301726752,1.6119875620209374,-4.676792270054164,233.09825256066478,1079.2726559228042,-1.5700109293344457,0.0580287302751756,-0.0026423411487687025,0.7071131514841342,-0.7065038225391775,0.021454860426017085,0.019571119022845307
-1.6591748270585778,-1.577464833849345,-1.5526883187787461,-1.7322494199158065,1.507234688454037,1.7404419298108853,-4.769891745375857,233.10137610281873,1079.272689177818,-1.5700111604575095,0.06016714298548383,-0.002616317993740616,0.7070914575438296,-0.706480866124892,0.022201645184320207,0.02033576699007171
-1.652676748038176,-1.5960202052418917,-1.5344320891201289,-1.7316323548535408,1.510752023121935,2.266894032446193,-5.25696897977465,233.1139632576075,1079.2690748996022,-1.5700261510060376,0.06870238879324364,-0.0024353773046000412,0.7069907490815467,-0.7063873306859206,0.02515471414070185,0.023414954965431622
-1.6459135614783476,-1.6037626767656863,-1.5143963299334955,-1.7162908220402386,1.5110488515811964,2.840648095460875,-5.607481978230339,233.12260863272664,1079.2674187040404,-1.5700453730126858,0.07796396015297395,-0.0023059715551798986,0.7068661336487225,-0.7062719862483603,0.028382127341078825,0.026732104086607443
-1.639224807534883,-1.6076506254927643,-1.513464118518784,-1.677090207324,1.5101597938064413,3.0050721162541487,-5.771544960734552,233.12590945635404,1079.2666433224135,-1.5700659950909435,0.08006567190580482,-0.002204250608443626,0.7068289489680876,-0.7062505604342463,0.02908865571950446,0.0275105960570449
-1.6023172322641086,-1.6083740847882968,-1.5125242837289776,-1.6563257728332736,1.508460141287115,3.101760633794434,-5.974528160653926,233.12369852671782,1079.2664367347513,-1.5700770751154722,0.08136192451202337,-0.0015894194862337366,0.7067984125031396,-0.7062445374374527,0.029329459479003363,0.028185816104370088
-1.362824289860907,-1.6222159195888788,-1.5606790400149329,-1.6512664168460527,1.5094722467200956,3.1301077724636426,-6.76756044933314,233.09232802768605,1079.2638528656614,-1.5700630430571763,0.08236705578741063,0.0026096843551013677,0.7067276221840306,-0.7062855278956196,0.028202025745771037,0.030024437898930226
-0.9259999476791856,-1.6525849953182121,-1.5396312696826229,-1.6517308766791456,1.5096254614638918,3.1361121796757474,-9.210452036860206,233.04471590534732,1079.2569752206052,-1.5700865134823783,0.0815828733912599,0.010234534013118338,0.7066125124558615,-0.7064061434697668,0.025231612599376906,0.032442001088416425
-0.7532888973062725,-1.7535466850627828,-1.4508243205023945,-1.648939294747804,1.5084170059115922,3.1331271065096713,-12.29333525620147,233.04724708112374,1079.229575974254,-1.5701759873703887,0.07817114771341625,0.013220651763866756,0.7065878228960216,-0.7065148136430974,0.022969449479156568,0.03229351372248192
-0.7257996049266512,-1.970399243438554,-1.4490235077883056,-1.4717035615187428,1.5055976062815828,3.131145428148819,-16.19341622210809,233.0894419296393,1079.1621595817564,-1.5703594390399223,0.07122941466466383,0.013637522742814023,0.7066246509819026,-0.7066592917058203,0.0203655467068144,0.029991541772059434
-0.7513656564516006,-2.135390402766141,-1.518863936196814,-1.1585046399929024,1.5078177205431202,3.1227138961692344,-18.678143981202822,233.13049306425583,1079.1024915323624,-1.5705469146264184,0.06395766555649728,0.013217343277120163,0.7066685537452861,-0.706791110120954,0.01794089029006564,0.0272764780925815
-0.7541303589282607,-2.285996093051361,-1.5226790878690224,-0.9020162348597458,1.5092616119935023,3.1256664122524627,-21.492041800588638,233.16851488592675,1079.0330277308033,-1.5707324640049467,0.056973088519833244,0.013183085997008239,0.7066943613066361,-0.7069147322392307,0.015481658753122171,0.02479837258357563
-0.7531936784753347,-2.3549306073436767,-1.5190707059461512,-0.8154405247993126,1.5080268304973816,3.1263025667587114,-22.777918529248453,233.1850746395461,1078.9983961939565,-1.5708057195831424,0.05420801128305863,0.013173813220259007,0.7067021884611253,-0.7069612765890722,0.014506650170342934,0.023818634063287887
-0.7436200347638864,-2.403584127825167,-1.5080009213774124,-0.8071979637726011,1.4866348856884322,3.136501951968778,-23.66724106696007,233.19327428027685,1078.9740729130222,-1.5708364046788874,0.05320019175636745,0.0129658935361248,0.7067056896912008,-0.7069778648412434,0.014223544406458127,0.023389261790797655
-0.7321564872996053,-2.4511664167458633,-1.4882512141311783,-0.8119975054950523,1.1140883247162416,3.1864812085351004,-23.98851878599157,233.20674173613364,1078.9503076998835,-1.5708476125170154,0.05298107578523175,0.006663184743297997,0.7067742408284619,-0.7069352899284914,0.016373842966822368,0.02108472483977731
-0.7247097209710245,-2.4856838126463274,-1.4723036065667137,-0.8175607054382471,0.7560307921460443,3.3150047808602103,-24.07567397895862,233.21449931288964,1078.9336960233436,-1.5708414895677614,0.05444035059179945,0.0005441212990493008,0.7068236123855123,-0.7068660071768093,0.019052449443356004,0.01943792793531571
-0.7228982582659863,-2.4858990597693515,-1.4722238555923635,-0.8552630310827214,0.2590261330664433,3.2454262356035164,-23.157622108766525,233.20971489494346,1078.9370388929372,-1.5708088442343304,0.05387858769560981,-0.008096787267584383,0.7069171061912868,-0.7067717377941122,0.02190799610140207,0.016185034335719058
-0.7267604427743984,-2.479298701516184,-1.4672701404691246,-0.85589063118301,0.030864877744119917,3.2305299055973653,-22.68116525823379,233.2064343544,1078.9404684270937,-1.570797796914495,0.05365826286878282,-0.012145749706264834,0.706953948525288,-0.7067245989654399,0.023261023601636302,0.014675853046644823
-0.7271496927008637,-2.2320698268281864,-1.3982616224794229,-1.1567737629585513,0.013428596133263141,3.229200515618332,-18.76380639257375,233.15690177993227,1079.0345592953886,-1.5707950031410582,0.06199699341805389,-0.012456704789486983,0.7068903336998907,-0.7066164021019915,0.02631728946943296,0.017513328555003687
-0.7245063073509319,-2.181789599521996,-1.3066500101510705,-1.335057253359535,0.011638839741734913,3.229120090135187,-18.443379313525906,233.1518484787795,1079.0431050974078,-1.5707946928377536,0.06438585487414314,-0.012441785853476568,0.7068688836276033,-0.7065845568227761,0.027156008061067646,0.01836291493239168
-0.7240677837940498,-2.171265622870355,-1.2879994926070375,-1.3762429458625063,0.012751497410933413,3.2304404808390936,-18.367194260919636,233.15072151860824,1079.0447662016277,-1.570794407884259,0.06498589103536098,-0.01241469484392564,0.7068631915932714,-0.7065766476752757,0.02735842703642262,0.01858455812324658
